Host,Name,IP,Groups,Tags
PE-MCO-COP-CAM-116,PE-MCO-COP-CAM-116,10.255.30.137,PE-MCO-COP,
CL-PVE-COP-CAM-556,CL-PVE-COP-CAM-556,10.150.125.189,CL-PVE-COP,
PE-MCO-COP-CAM-85,PE-MCO-COP-CAM-85,10.255.30.106,PE-MCO-COP,
CL-PVE-COP-CIT-2,CL-PVE-COP-CIT-2,10.160.4.22,"CL-PVE-COP, CITOFONIA",
PE-MBV-COP-CIT-9,PE-MBV-COP-CIT-9,10.255.3.19,"PE-MBV-COP, CITOFONIA",
CL-PEG-COP-CAM-323,CL-PEG-COP-CAM-323,10.150.34.197,CL-PEG-COP,"componente:CL-PEG-COP-CAM, nivel:critico"
PE-MAQ-COP-CAM-118,PE-MAQ-COP-CAM-118,10.255.20.69,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-118 ,location:ESCALERAS ELECTRICAS AL M1 ZONA M2"
CL-PVE-COP-CAM-359,CL-PVE-COP-CAM-359,10.150.5.237,CL-PVE-COP,
PE-MAQ-COP-CAM-104,PE-MAQ-COP-CAM-104,10.255.20.55,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-104 ,location:VIAS DE ACCESO A CONTROL 2"
CL-PVE-COP-CAM-113,CL-PVE-COP-CAM-113,10.150.4.237,CL-PVE-COP,
PE-MCO-COP-CAM-162,PE-MCO-COP-CAM-162,10.255.30.183,PE-MCO-COP,
CL-PVE-COP-CAM-549,CL-PVE-COP-CAM-549,10.150.4.185,CL-PVE-COP,
CL-PCA-PK-RT,CL-PCA-PK-RT,10.121.80.254,"CL-PCA-PK, routers, router-pk",
CL-PEG-COP-CAM-258,CL-PEG-COP-CAM-258,10.150.123.19,CL-PEG-COP,
PE-MBV-COP-CAM-113,PE-MBV-COP-CAM-113,10.255.0.71,PE-MBV-COP,
CL-PVE-COP-CAM-162,CL-PVE-COP-CAM-162,10.150.4.85,CL-PVE-COP,
PE-MBV-COP-CAM-79,PE-MBV-COP-CAM-79,10.255.0.37,PE-MBV-COP,
CL-PVE-COP-CAM-18,CL-PVE-COP-CAM-18,10.150.4.198,CL-PVE-COP,nivel:critico
PE-MAQ-COP-CAM-147,PE-MAQ-COP-CAM-147,10.255.20.171,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal, status:error,name:PE-MAQ-COP-CAM-147 ,location:GERENCIA INTERIOR"
CL-PVE-COP-CAM-524,CL-PVE-COP-CAM-524,10.150.139.60,CL-PVE-COP,
CL-PTR-COP-CAM-09,CL-PTR-COP-CAM-09,10.150.20.242,CL-PTR-COP,
CL-PVE-COP-CAM-69,CL-PVE-COP-CAM-69,10.150.4.229,CL-PVE-COP,
CL-PTR-COP-CAM-126,CL-PTR-COP-CAM-126,10.150.20.154,CL-PTR-COP,
CL-PVE-COP-CAM-94,CL-PVE-COP-CAM-94,10.150.4.236,CL-PVE-COP,
CL-PVE-COP-CAM-104,CL-PVE-COP-CAM-104,10.150.4.237,CL-PVE-COP,
CL-PVE-COP-CAM-367,CL-PVE-COP-CAM-367,10.150.5.235,CL-PVE-COP,
PE-MCO-COP-CAM-173,PE-MCO-COP-CAM-173,10.255.30.194,PE-MCO-COP,
PE-MAQ-COP-CAM-137,PE-MAQ-COP-CAM-137,10.255.20.91,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:critico, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:critical, status:error,name:PE-MAQ-COP-CAM-137 ,location:M3 PTZ"
PE-MAQ-COP-CAM-087,PE-MAQ-COP-CAM-087,10.255.20.37,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-87 ,location:GALERIA ZONA PLAZA AL PASO M-1"
PE-MBV-COP-CAM-138,PE-MBV-COP-CAM-138,10.255.0.96,PE-MBV-COP,
PE-MBV-COP-CAM-76,PE-MBV-COP-CAM-76,10.255.0.34,PE-MBV-COP,
PE-MAQ-COP-CAM-073,PE-MAQ-COP-CAM-073,10.255.20.26,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-73 ,location:SALIDA DE EMERGENCIA SAGA"
CL-PCA-PK-BIRDWATCH,CL-PCA-PK-BIRDWATCH,10.121.82.191,CL-PCA-PK,
CL-PLS-COP-SW-01,CL-PLS-COP-SW-01,10.150.30.252,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560X-24"
CL-PLS-COP-SW-02,CL-PLS-COP-SW-02,10.150.115.254,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560X-24"
CL-PEG-COP-CAM-118,CL-PEG-COP-CAM-118,10.150.34.216,CL-PEG-COP,componente:CL-PEG-COP-CAM
CL-PLD-COP-CAM-162,CL-PLD-COP-CAM-162,10.152.31.133,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-162,location:SALA DE CONTROL NVL MZ"
CL-PLD-COP-CAM-163,CL-PLD-COP-CAM-163,10.152.30.28,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-163,location:PASILLO SALA GUARDIAS NVL MZ"
CL-PLD-COP-CAM-164,CL-PLD-COP-CAM-164,10.152.31.157,CL-PLD-COP,"componente:CL-PLD-COP-CAM, nivel:critico, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:camera,mall:pld,criticality:critical,status:error,name:CL-PLD-COP-CAM-164,location:ESCALERA DE EMERGENCIA NVL MZ"
PE-MBV-COP-CAM-137,PE-MBV-COP-CAM-137,10.255.0.95,PE-MBV-COP,
CL-PTR-COP-CAM-66,CL-PTR-COP-CAM-66,10.150.20.118,CL-PTR-COP,
PE-MBV-COP-CIT-6,PE-MBV-COP-CIT-6,10.255.3.16,"PE-MBV-COP, CITOFONIA",
CL-PTR-COP-CAM-103,CL-PTR-COP-CAM-103,10.150.20.176,CL-PTR-COP,nivel:critico
PE-MAQ-COP-CAM-136,PE-MAQ-COP-CAM-136,10.255.20.90,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal, status:error,name:PE-MAQ-COP-CAM-136 ,location M3 CAM"
PE-MCO-COP-CAM-100,PE-MCO-COP-CAM-100,10.255.30.121,PE-MCO-COP,
PE-MCO-COP-CAM-89,PE-MCO-COP-CAM-89,10.255.30.110,PE-MCO-COP,
CL-PTR-COP-CAM-98,CL-PTR-COP-CAM-98,10.150.20.144,CL-PTR-COP,nivel:critico
PE-MAQ-COP-CAM-140,PE-MAQ-COP-CAM-140,10.255.20.93,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:critico, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:critical, status:error,name:PE-MAQ-COP-CAM-140 ,location:M5 PTZ"
CL-PTR-COP-CAM-143,CL-PTR-COP-CAM-143,10.150.20.136,CL-PTR-COP,
PE-MAQ-COP-CAM-117,PE-MAQ-COP-CAM-117,10.255.20.68,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-117 ,location:ESCALERAS ELECTRICAS AL M3 ZONA M2"
CL-PTR-COP-CAM-74,CL-PTR-COP-CAM-74,10.150.20.108,CL-PTR-COP,
PE-MTR-COP-CAM-075,PE-MTR-COP-CAM-075,10.255.10.34,PE-MTR-COP,
PE-MAQ-COP-CAM-100,PE-MAQ-COP-CAM-100,10.255.20.51,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-100 ,location:GALERIA ESCALERAS ELECTRICAS M1"
CL-PTR-COP-CAM-209,CL-PTR-COP-CAM-209,10.150.20.204,CL-PTR-COP,
CL-PLS-COP-CAM-218,CL-PLS-COP-CAM-218,10.150.135.102,CL-PLS-COP,
CL-PTR-COP-CAM-122,CL-PTR-COP-CAM-122,10.150.20.156,CL-PTR-COP,
CL-PTR-COP-CAM-131,CL-PTR-COP-CAM-131,10.150.20.148,CL-PTR-COP,
CL-PAR-COP-CAM-7,CL-PAR-COP-CAM-7,10.152.40.22,CL-PAR-COP,
CL-PTR-COP-CAM-16,CL-PTR-COP-CAM-16,10.150.20.38,CL-PTR-COP,
CL-PTR-COP-CAM-201,CL-PTR-COP-CAM-201,10.150.20.223,CL-PTR-COP,
CL-PVE-COP-CAM-16,CL-PVE-COP-CAM-16,10.150.4.198,CL-PVE-COP,
PE-MCO-COP-CAM-142,PE-MCO-COP-CAM-142,10.255.30.163,PE-MCO-COP,
CL-PVE-COP-CAM-333,CL-PVE-COP-CAM-333,10.150.139.25,CL-PVE-COP,
CL-PVE-COP-CAM-544,CL-PVE-COP-CAM-544,10.150.139.128,CL-PVE-COP,
PE-MCO-COP-CAM-147,PE-MCO-COP-CAM-147,10.255.30.168,PE-MCO-COP,
PE-MBV-COP-CAM-134,PE-MBV-COP-CAM-134,10.255.0.77,PE-MBV-COP,
PE-MCO-COP-CAM-19,PE-MCO-COP-CAM-19,10.255.30.40,PE-MCO-COP,
PE-MCO-COP-CAM-139,PE-MCO-COP-CAM-139,10.255.30.160,PE-MCO-COP,
PE-MCO-COP-CAM-105,PE-MCO-COP-CAM-105,10.255.30.126,PE-MCO-COP,
PE-MAQ-COP-CIT-002,PE-MAQ-COP-CIT-002,10.255.23.12,"PE-MAQ-COP, CITOFONIA","componente:PE-MAQ-COP-CIT, nivel:normal, tagdd:env:prd,source:zabbix,version:1,ind:RST,bu:MPL,type:intercom,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CIT-002,location:Ario Seguridad"
CL-PCO-PK-PATIO_DE_COMIDA-2,CL-PCO-PK-PATIO_DE_COMIDA-2,10.121.145.14,"switch, CL-PCO-PK","marca:Ubiquiti, modelo:edgeswitch 5XP, red:parking"
PE-MAQ-COP-PME-3,PE-MAQ-COP-PME-3,10.224.39.122,"PME, PE-MAQ-COP, PME-PERU",
PE-MCO-COP-UPS- 34,PE-MCO-COP-UPS- 34,10.226.38.235,"PE-MCO-COP, UPS",
PE-OPPIU-SW ADM,PE-OPPIU-SW ADM,10.232.50.2,"switch, PE-OPPIU","marca:cisco, modelo:C9300L-48P-4X"
PE-MAQ-COP-UPS 06,PE-MAQ-COP-UPS 06,10.255.25.203,"PE-MAQ-COP, UPS",
CL-PTR-COP-CAM-106,CL-PTR-COP-CAM-106,10.150.20.172,CL-PTR-COP,
CL-PTR-COP-CAM-123,CL-PTR-COP-CAM-123,10.150.20.157,CL-PTR-COP,
PE-CM-TI-SW-04,PE-CM-TI-SW-04,10.231.50.6,"PE-CM-TI, switch","marca:cisco, modelo:C9200L-24P-4G"
PE-MAQ-COP-CAM-068,PE-MAQ-COP-CAM-068,10.255.20.21,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-68 ,location:M0 CAM"
CL-PTR-COP-CAM-52,CL-PTR-COP-CAM-52,10.150.20.133,CL-PTR-COP,
PE-MAQ-COP-CAM-043,PE-MAQ-COP-CAM-043,10.255.20.120,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-43 ,location:INGRESO P2 ESCALERAS MECANICAS"
CL-PTR-COP-CAM-49,CL-PTR-COP-CAM-49,10.150.20.131,CL-PTR-COP,
CL-POE-COP-CAM-292,CL-POE-COP-CAM-292,10.152.18.171,CL-CM-TI,
CL-PTR-COP-CAM-203,CL-PTR-COP-CAM-203,10.150.20.235,CL-PTR-COP,
PE-MAQ-COP-CAM-003,PE-MAQ-COP-CAM-003,10.255.20.146,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-3 ,location:SECTOR SURESTE P4"
PE-MAQ-COP-CAM-006,PE-MAQ-COP-CAM-006,10.255.20.149,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-6 ,location:SECTOR SUR P4."
PE-MAQ-COP-CAM-005,PE-MAQ-COP-CAM-005,10.255.20.148,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Tagdd: Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-5 ,location:PUERTA LADO SUR P4"
CL-PTR-COP-CAM-15,CL-PTR-COP-CAM-15,10.150.20.243,CL-PTR-COP,
CL-PTR-COP-CAM-212,CL-PTR-COP-CAM-212,10.150.20.206,CL-PTR-COP,
CL-PLS-COP-SW-04,CL-PLS-COP-SW-04,10.150.30.253,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PTR-COP-CAM-83,CL-PTR-COP-CAM-83,10.150.20.100,CL-PTR-COP,
CL-PEG-COP-SW-4,CL-PEG-COP-SW-4,10.150.35.230,"CL-PEG-COP, switch","componente:CL-PEG-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960C-8PC-L"
CL-PTR-COP-CAM-144,CL-PTR-COP-CAM-144,10.150.20.137,CL-PTR-COP,
CL-PTR-COP-CAM-173,CL-PTR-COP-CAM-173,10.150.20.191,CL-PTR-COP,
CL-PVE-COP-CAM-547,CL-PVE-COP-CAM-547,10.150.139.80,CL-PVE-COP,
CL-PEG-COP-SW-7,CL-PEG-COP-SW-7,10.150.35.243,"CL-PEG-COP, switch","componente:CL-PEG-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960L-8PS-LL"
CL-PVE-COP-CAM-518,CL-PVE-COP-CAM-518,10.150.139.96,CL-PVE-COP,
CL-PVE-COP-CAM-59,CL-PVE-COP-CAM-59,10.150.4.228,CL-PVE-COP,
PE-MAQ-COP-CAM-069,PE-MAQ-COP-CAM-069,10.255.20.22,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-69 ,location:SALIDA EMERGENCIA RIPLEY"
PE-MAQ-COP-CAM-010,PE-MAQ-COP-CAM-010,10.255.20.153,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-10 ,location:SECTOR MEDIO P4"
PE-MAQ-COP-CAM-004,PE-MAQ-COP-CAM-004,10.255.20.30,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-4 ,location:RAMPLA DE SUBIDA NIVEL P3 A P4"
PE-MAQ-COP-CAM-057,PE-MAQ-COP-CAM-057,10.255.20.102,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-57 ,location:PECERA SECTOR ESCALERAS"
PE-MAQ-COP-CAM-014,PE-MAQ-COP-CAM-014,10.255.20.157,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-14 ,location SECTOR NORTE P4"
PE-MAQ-COP-CAM-027,PE-MAQ-COP-CAM-027,10.255.20.135,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-27 ,location:SECTOR SUROESTE P3"
PE-MAQ-COP-CAM-007,PE-MAQ-COP-CAM-007,10.255.20.150,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-7 ,location:SALIDA DE EMERGENCIA Y ASC P4."
PE-MAQ-COP-CAM-058,PE-MAQ-COP-CAM-058,10.255.20.103,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-58 ,location:PECERA SECTOR INTERMEDIO"
PE-MAQ-COP-CAM-044,PE-MAQ-COP-CAM-044,10.255.20.121,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-44 ,location:SALIDA VEHICULAR DERECHA P2"
PE-MAQ-COP-CAM-062,PE-MAQ-COP-CAM-062,10.255.20.107,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-62 ,location:P1 CAM"
PE-MAQ-COP-CAM-019,PE-MAQ-COP-CAM-019,10.255.20.127,PE-MAQ-COP,"componente:PE-MAQ-COP-CAM, nivel:normal, tagdd:Env:prd,source:zabbix,version:1 ,ind:RST,bu:MPL,type:camera,mall:maq,criticality:normal,status:error,name:PE-MAQ-COP-CAM-19 ,location:RAMPLA LLEGADA P4 A P3"
CL-POE-UPS-22,CL-POE-UPS-22,10.200.50.28,"CL-POE-COP, UPS",
PE-CM-TI-SW-03,PE-CM-TI-SW-03,10.231.50.5,"PE-CM-TI, switch","marca:cisco, modelo:C9200L-48P-4G"
CL-PLS-COP-SW-12,CL-PLS-COP-SW-12,10.150.30.245,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PAN-TI-ACC-08,CL-PAN-TI-ACC-08,10.9.2.37,"CL-PAN-TI, FLUJOS",
CL-PTR-COP-CAM-109,CL-PTR-COP-CAM-109,10.150.20.175,CL-PTR-COP,nivel:critico
PE-MAQ-COP-PME-4,PE-MAQ-COP-PME-4,10.224.39.123,"PME, PE-MAQ-COP, PME-PERU",
CL-PTR-COP-BR-02,CL-PTR-COP-BR-02,30.150.21.41,CL-PTR-COP,
CL-PTR-COP-CAM-134,CL-PTR-COP-CAM-134,10.150.20.146,CL-PTR-COP,
CL-PTR-COP-CAM-166,CL-PTR-COP-CAM-166,10.150.20.184,CL-PTR-COP,
CL-POE-UPS-24,CL-POE-UPS-24,10.200.50.30,"CL-POE-COP, UPS",
CL-PTR-COP-CAM-92,CL-PTR-COP-CAM-92,10.150.20.94,CL-PTR-COP,
CL-PCP-PK-SRV-01,CL-PCP-PK-SRV-01,10.121.149.100,"servers, servidores-PK, ServerParking","AREA:Parking, SO:Linux, SO_VERSION:LSD11"
CL-PLS-COP-SW-03,CL-PLS-COP-SW-03,10.150.30.254,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960+24PC-L"
CL-PTR-COP-CAM-177,CL-PTR-COP-CAM-177,10.150.20.217,CL-PTR-COP,
CL-PTR-COP-CAM-188,CL-PTR-COP-CAM-188,10.150.20.141,CL-PTR-COP,
CL-PTR-COP-CAM-179,CL-PTR-COP-CAM-179,10.150.20.76,CL-PTR-COP,
CL-PLS-COP-SW-06,CL-PLS-COP-SW-06,10.150.30.251,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PTR-COP-CAM-36,CL-PTR-COP-CAM-36,10.150.20.55,CL-PTR-COP,
CL-PVE-COP-CAM-84,CL-PVE-COP-CAM-84,10.150.4.230,CL-PVE-COP,
CL-PVE-COP-SW-17,CL-PVE-COP-SW-17,10.160.105.250,"CL-PVE-COP, switch","marca:cisco, modelo:C9200L-24P-4X-A"
CL-PEG-COP-SW-9,CL-PEG-COP-SW-9,10.150.36.15,"CL-PEG-COP, switch","componente:CL-PEG-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560X-24"
CL-PVE-COP-CAM-57,CL-PVE-COP-CAM-57,10.150.4.228,CL-PVE-COP,
CL-PVE-COP-CAM-11,CL-PVE-COP-CAM-11,10.150.139.135,CL-PVE-COP,
PE-MCO-COP-UPS-35,PE-MCO-COP-UPS-35,10.226.38.236,"PE-MCO-COP, UPS",
CL-PEG-COP-SW-10,CL-PEG-COP-SW-10,10.150.35.229,"CL-PEG-COP, switch","componente:CL-PEG-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560C-8PC-S"
CL-PEG-COP-SW-16,CL-PEG-COP-SW-16,10.150.35.240,"CL-PEG-COP, switch","componente:CL-PEG-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560C-8PC-S"
PE-PTJ-COP-UPS 03,PE-PTJ-COP-UPS 03,10.255.15.203,"PE-PTJ-COP, UPS, PE-MTR-COP",
CL-PAN-TI-CC-02,CL-PAN-TI-CC-02,10.9.0.220,CL-PAN-TI,
CO-NQS-PK-SW-CORE,CO-NQS-PK-SW-CORE,10.218.17.1,CO-NQS-PK,
CL-PAN-TI-AUD-01,CL-PAN-TI-AUD-01,10.9.0.80,CL-PAN-TI,
CL-PLD-TI-AP-03,CL-PLD-TI-AP-03,10.22.0.136,"CL-PLD-TI, AP","modelo:CW9164I-ROW, marca:cisco"
CL-PAN-TI-ACC-01,CL-PAN-TI-ACC-01,10.9.2.24,"CL-PAN-TI, FLUJOS",
PE-PBE-COP-UPS 03,PE-PBE-COP-UPS 03,10.255.1.222,"PE-MBV-COP, UPS",
PE-MAQ-COP-UPS SALA SAVE,PE-MAQ-COP-UPS SALA SAVE,10.255.25.207,"PE-MAQ-COP, UPS",
CL-PLS-COP-SW-07,CL-PLS-COP-SW-07,10.150.30.250,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
SW-OF-PARKING-2960,SW-OF-PARKING-2960,10.121.49.200,"switch, CL-PCO-PK","marca:cisco, modelo:WS-C2960-24-S, red:parking"
CL-PTR-COP-CAM-64,CL-PTR-COP-CAM-64,10.150.20.122,CL-PTR-COP,
PE-OPANG-UPS 01,PE-OPANG-UPS 01,10.231.4.7,"UPS, PE-OPANG",
CL-PTR-COP-CAM-121,CL-PTR-COP-CAM-121,10.150.20.155,CL-PTR-COP,
CL-PCO-PK-PCOMIDA-1,CL-PCO-PK-PCOMIDA-1,10.121.145.15,"switch, CL-PCO-PK","marca:Ubiquiti, modelo:edgeswitch 5XP, red:parking"
PE-MAQ-COP-PME-5,PE-MAQ-COP-PME-5,10.224.39.124,"PME, PE-MAQ-COP, PME-PERU",
CL-PTR-COP-CAM-61,CL-PTR-COP-CAM-61,10.150.20.119,CL-PTR-COP,
PE-MCO-COP-UPS 36,PE-MCO-COP-UPS 36,10.226.38.237,"PE-MCO-COP, UPS",
CL-PTR-COP-CAM-163,CL-PTR-COP-CAM-163,10.150.20.220,CL-PTR-COP,nivel:critico
PE-PBE-COP-UPS SALA SAVE,PE-PBE-COP-UPS SALA SAVE,10.255.1.234,"PE-MBV-COP, UPS",
CL-PTR-COP-CAM-132,CL-PTR-COP-CAM-132,10.150.20.150,CL-PTR-COP,
CL-PLS-COP-SW-13,CL-PLS-COP-SW-13,10.150.30.244,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-PEG-COP-SW-2,CL-PEG-COP-SW-2,10.150.35.218,"CL-PEG-COP, switch","componente:CL-PEG-COP-SW, filtro-inventario:sw-cop, marca:cisco, modelo:WS-C3560X-48P"
CL-PTR-COP-CAM-170,CL-PTR-COP-CAM-170,10.150.20.188,CL-PTR-COP,
CL-PTR-COP-CAM-02,CL-PTR-COP-CAM-02,10.150.20.84,CL-PTR-COP,nivel:critico
CL-PTR-COP-CAM-141,CL-PTR-COP-CAM-141,10.150.20.238,CL-PTR-COP,
CL-PTR-COP-CAM-101,CL-PTR-COP-CAM-101,10.150.20.175,CL-PTR-COP,
CL-PVE-COP-CAM-407,CL-PVE-COP-CAM-407,10.150.4.96,CL-PVE-COP,
CL-POE-COP-CAM-321,CL-POE-COP-CAM-321,10.152.18.224,CL-POE-COP,
CL-PLS-COP-SW-08,CL-PLS-COP-SW-08,10.150.30.249,"CL-PLS-COP, switch","filtro-inventario:sw-cop, marca:cisco, modelo:WS-C2960X-24PS-L"
CL-POE-COP-CAM-322,CL-POE-COP-CAM-322,10.152.18.234,CL-POE-COP,
CL-POE-COP-CAM-323,CL-POE-COP-CAM-323,10.152.18.233,CL-POE-COP,
CL-POE-COP-CAM-324,CL-POE-COP-CAM-324,10.152.18.24,CL-POE-COP,
CL-POE-COP-CAM-325,CL-POE-COP-CAM-325,10.152.18.25,CL-POE-COP,
CL-POE-COP-CAM-326,CL-POE-COP-CAM-326,10.152.18.23,CL-POE-COP,
CO-NQS-PK-SW-01,CO-NQS-PK-SW-01,10.218.17.3,CO-NQS-PK,
PE-OPANG-UPS 03,PE-OPANG-UPS 03,10.231.4.3,"UPS, PE-OPANG",
CL-PLS-TI-AUD-01,CL-PLS-TI-AUD-01,10.6.0.14,CL-PLS-TI,
CL-PLS-TI-AUD-02,CL-PLS-TI-AUD-02,10.6.0.13,CL-PLS-TI,
CL-PLS-TI-AUD-03,CL-PLS-TI-AUD-03,10.6.0.12,CL-PLS-TI,
CL-PLS-TI-AUD-04,CL-PLS-TI-AUD-04,10.6.0.10,CL-PLS-TI,
CL-PLS-TI-AUD-05,CL-PLS-TI-AUD-05,10.6.0.15,CL-PLS-TI,
